Tipo de dato;Partidas de gasto: Nivel 1;Partidas de gasto: Nivel 2;Partidas de gasto: Nivel 3;Periodo;Total
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2019M05;5,60
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2019M04;7,38
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2019M03;6,88
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2019M02;5,54
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2019M01;6,08
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2018M12;2,89
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2018M11;2,23
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2018M10;1,95
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2018M09;1,82
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2018M08;2,10
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2018M07;2,50
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2018M06;3,80
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2018M05;3,61
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2018M04;4,71
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2018M03;7,96
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2018M02;5,15
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2018M01;5,71
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2017M12;13,94
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2017M11;14,95
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2017M10;15,36
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2017M09;16,39
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2017M08;16,95
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2017M07;18,09
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2017M06;16,88
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2017M05;17,40
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2017M04;16,97
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2017M03;15,19
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2017M02;17,00
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2017M01;16,09
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2016M12;8,46
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2016M11;7,63
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2016M10;7,46
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2016M09;6,52
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2016M08;5,74
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2016M07;6,55
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2016M06;7,69
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2016M05;6,83
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2016M04;6,35
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2016M03;8,63
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2016M02;6,81
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2016M01;3,08
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2015M12;""
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2015M11;""
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;;2015M10;""
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2026M07;9,30
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2026M06;8,44
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2026M05;8,77
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2026M04;8,50
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2026M03;9,80
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2026M02;10,62
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2026M01;10,22
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2025M12;7,21
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2025M11;7,42
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2025M10;7,68
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2025M09;7,85
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2025M08;7,72
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2025M07;7,09
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2025M06;7,02
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2025M05;9,62
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2025M04;12,03
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2025M03;11,58
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2025M02;10,47
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2025M01;10,64
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2024M12;16,82
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2024M11;17,32
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2024M10;17,19
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2024M09;17,26
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2024M08;17,44
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2024M07;18,39
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2024M06;22,31
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2024M05;23,53
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2024M04;24,22
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2024M03;27,07
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2024M02;25,49
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2024M01;26,06
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M12;34,85
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M11;34,40
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M10;34,97
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M09;35,14
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M08;35,99
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M07;36,87
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M06;39,52
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M05;45,15
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M04;50,07
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M03;65,04
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M02;84,93
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2023M01;101,33
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M12;173,17
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M11;185,38
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M10;202,73
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M09;235,19
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M08;271,15
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M07;352,09
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M06;513,25
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M05;647,03
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M04;781,59
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M03;733,75
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M02;742,25
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2022M01;564,53
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M12;54,20
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M11;42,98
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M10;27,64
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M09;6,98
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M08;-12,17
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M07;-32,50
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M06;-55,32
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M05;-72,72
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M04;-83,78
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M03;-89,39
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M02;-92,63
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2021M01;-91,66
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M12;-79,19
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M11;-78,60
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M10;-77,75
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M09;-76,17
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M08;-73,92
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M07;-72,45
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M06;-70,48
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M05;-62,28
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M04;-49,66
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M03;-27,92
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M02;-6,03
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2020M01;-5,84
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M12;2,06
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M11;2,67
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M10;3,16
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M09;2,86
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M08;3,29
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M07;3,54
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M06;6,08
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M05;7,42
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M04;8,65
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M03;9,51
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M02;7,48
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2019M01;10,33
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M12;2,43
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M11;1,58
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M10;1,06
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M09;1,26
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M08;1,90
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M07;2,54
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M06;3,34
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M05;2,80
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M04;4,62
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M03;6,58
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M02;5,04
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2018M01;2,46
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M12;16,67
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M11;17,68
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M10;18,49
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M09;19,70
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M08;20,57
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M07;21,96
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M06;20,51
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M05;20,50
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M04;19,77
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M03;19,83
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M02;18,93
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2017M01;18,40
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M12;12,56
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M11;12,02
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M10;11,82
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M09;10,60
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M08;8,50
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M07;11,02
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M06;13,11
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M05;13,44
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M04;13,36
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M03;14,73
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M02;16,05
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M01;10,97
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2015M12;""
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2015M11;""
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2015M10;""
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2026M07;8,46
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2026M06;9,04
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2026M05;10,80
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2026M04;11,29
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2026M03;11,27
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2026M02;9,97
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2026M01;15,67
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M12;7,49
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M11;7,36
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M10;7,39
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M09;7,66
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M08;7,73
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M07;8,17
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M06;7,96
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M05;8,11
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M04;8,23
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M03;7,28
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M02;8,22
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M01;10,42
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M12;18,52
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M11;18,78
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M10;19,06
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M09;19,09
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M08;19,23
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M07;20,10
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M06;23,46
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M05;23,95
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M04;24,45
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M03;28,37
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M02;30,03
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M01;27,05
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M12;19,79
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M11;19,08
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M10;18,59
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M09;18,57
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M08;18,89
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M07;19,39
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M06;22,86
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M05;28,01
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M04;32,45
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M03;40,58
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M02;51,70
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M01;61,69
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M12;141,35
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M11;149,71
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M10;163,53
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M09;189,16
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M08;221,28
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M07;312,28
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M06;499,43
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M05;662,61
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M04;805,00
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M03;728,20
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M02;707,59
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M01;556,97
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M12;111,47
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M11;101,32
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M10;84,55
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M09;58,56
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M08;33,79
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M07;1,70
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M06;-35,53
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M05;-61,88
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M04;-77,73
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M03;-84,81
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M02;-89,42
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M01;-87,87
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M12;-77,76
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M11;-77,49
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M10;-76,92
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M09;-75,84
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M08;-74,04
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M07;-73,17
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M06;-71,92
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M05;-63,31
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M04;-49,74
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M03;-25,37
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M02;2,77
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M01;2,51
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M12;6,84
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M11;7,23
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M10;7,40
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M09;7,88
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M08;7,94
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M07;7,92
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M06;9,11
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M05;9,21
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M04;10,93
Tasa de variación acumulada;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M03;8,15
